Year,Month,Day,Percentage
1999,10,29,0.014256108
1999,10,30,0.022031285
1999,10,31,0.021813316
1999,11,1,0.026025835
1999,11,2,0.042017873
1999,11,3,0.025555063
1999,11,4,0.017196687
1999,11,5,0.015923165
1999,11,6,0.013406593
1999,11,7,0.014967259
1999,11,8,0.017455097
1999,11,9,0.013668291
1999,11,10,0.019741837
1999,11,11,0.014093408
1999,11,12,0.013268465
1999,11,13,0.02272229
1999,11,14,0.013727842
1999,11,15,0.023004487
1999,11,16,0.026568826
1999,11,17,0.020932144
1999,11,18,0.011931065
1999,11,19,0.016149381
1999,11,20,0.013084795
1999,11,21,0.012733334
1999,11,22,0.035876706
1999,11,23,0.0150998235
1999,11,24,0.0049782596
1999,11,25,0.0050199064
1999,11,26,0.007704547
1999,11,27,0.0066358917
1999,11,28,0.004280822
1999,11,29,0.00997097
1999,11,30,0.0118249655
1999,12,1,0.02041722
1999,12,2,0.01162643
1999,12,3,0.011990864
1999,12,4,0.031468276
1999,12,5,0.009058579
1999,12,6,0.015702479
1999,12,7,0.016966386
1999,12,8,0.011368688
1999,12,9,0.01649537
1999,12,10,0.016363291
1999,12,11,0.018435549
1999,12,12,0.010844099
1999,12,13,0.020878283
1999,12,14,0.028782006
1999,12,15,0.029848851
1999,12,16,0.012199747
1999,12,17,0.028798787
1999,12,18,0.016009314
1999,12,19,0.013229623
1999,12,20,0.028985508
1999,12,21,0.017653363
1999,12,22,0.009452987
1999,12,23,0.014121801
1999,12,24,0.012460386
1999,12,25,0.0136760585
1999,12,26,0.010674494
1999,12,27,0.011671924
1999,12,28,0.02440258
1999,12,29,0.014364361
1999,12,30,0.014496439
1999,12,31,0.027864583
2000,1,1,0.056167115
2000,1,2,0.019929348
2000,1,3,0.028468627
2000,1,4,0.033690076
2000,1,5,0.021853758
2000,1,6,0.022431213
2000,1,7,0.016956687
2000,1,8,0.017587755
2000,1,9,0.019551195
2000,1,10,0.038361218
2000,1,11,0.032344498
2000,1,12,0.027673276
2000,1,13,0.046542723
2000,1,14,0.01990461
2000,1,15,0.013187947
2000,1,16,0.012495801
2000,1,17,0.037367113
2000,1,18,0.033928573
2000,1,19,0.061228395
2000,1,20,0.09883462
2000,1,21,0.032922335
2000,1,22,0.04838115
2000,1,23,0.04876083
2000,1,24,0.036242038
2000,1,25,0.29190844
2000,1,26,0.08559592
2000,1,27,0.08425678
2000,1,28,0.06317529
2000,1,29,0.09629138
2000,1,30,0.11809383
2000,1,31,0.04682933
2000,2,1,0.026764613
2000,2,2,0.022235
2000,2,3,0.03008669
2000,2,4,0.035875868
2000,2,5,0.021592842
2000,2,6,0.013793567
2000,2,7,0.024556704
2000,2,8,0.024278048
2000,2,9,0.024779666
2000,2,10,0.03418858
2000,2,11,0.04291709
2000,2,12,0.035525154
2000,2,13,0.044963427
2000,2,14,0.052735243
2000,2,15,0.026041003
2000,2,16,0.031055901
2000,2,17,0.036516678
2000,2,18,0.15616299
2000,2,19,0.04826269
2000,2,20,0.019454202
2000,2,21,0.017699115
2000,2,22,0.032548126
2000,2,23,0.029711751
2000,2,24,0.031329114
2000,2,25,0.042085946
2000,2,26,0.024989104
2000,2,27,0.017801186
2000,2,28,0.018337023
2000,2,29,0.020890042
2000,3,1,0.015235457
2000,3,2,0.033509366
2000,3,3,0.016580831
2000,3,4,0.012833454
2000,3,5,0.016921144
2000,3,6,0.028456561
2000,3,7,0.033954684
2000,3,8,0.028435126
2000,3,9,0.022071732
2000,3,10,0.023846878
2000,3,11,0.025852783
2000,3,12,0.011404087
2000,3,13,0.015725832
2000,3,14,0.024613839
2000,3,15,0.025583146
2000,3,16,0.02149931
2000,3,17,0.021540388
2000,3,18,0.011766394
2000,3,19,0.014394189
2000,3,20,0.049946733
2000,3,21,0.038256507
2000,3,22,0.01763082
2000,3,23,0.013215583
2000,3,24,0.008829608
2000,3,25,0.012325332
2000,3,26,0.007984163
2000,3,27,0.016541352
2000,3,28,0.033814304
2000,3,29,0.021348737
2000,3,30,0.01391675
2000,3,31,0.014655227
2000,4,1,0.014255735
2000,4,2,0.010511007
2000,4,3,0.023406532
2000,4,4,0.02804855
2000,4,5,0.01699075
2000,4,6,0.012573872
2000,4,7,0.023194417
2000,4,8,0.029899135
2000,4,9,0.024263203
2000,4,10,0.018282339
2000,4,11,0.036685124
2000,4,12,0.022406848
2000,4,13,0.014774299
2000,4,14,0.012701207
2000,4,15,0.014906027
2000,4,16,0.019172486
2000,4,17,0.033594977
2000,4,18,0.027428284
2000,4,19,0.034608606
2000,4,20,0.074564986
2000,4,21,0.07904816
2000,4,22,0.037058357
2000,4,23,0.02205108
2000,4,24,0.019167924
2000,4,25,0.019548682
2000,4,26,0.02313156
2000,4,27,0.018867925
2000,4,28,0.014692955
2000,4,29,0.014936143
2000,4,30,0.00918401
2000,5,1,0.017664501
2000,5,2,0.021339731
2000,5,3,0.015795792
2000,5,4,0.02078871
2000,5,5,0.01702582
2000,5,6,0.022383763
2000,5,7,0.01714135
2000,5,8,0.03067639
2000,5,9,0.04210195
2000,5,10,0.11890224
2000,5,11,0.0553705
2000,5,12,0.040284064
2000,5,13,0.05945713
2000,5,14,0.022817198
2000,5,15,0.016666668
2000,5,16,0.024908794
2000,5,17,0.027543705
2000,5,18,0.11469737
2000,5,19,0.0903898
2000,5,20,0.037932772
2000,5,21,0.01845116
2000,5,22,0.022668598
2000,5,23,0.024104727
2000,5,24,0.043573942
2000,5,25,0.02345617
2000,5,26,0.021402493
2000,5,27,0.023735967
2000,5,28,0.015603354
2000,5,29,0.008913357
2000,5,30,0.013960508
2000,5,31,0.0333671
2000,6,1,0.023264611
2000,6,2,0.058893703
2000,6,3,0.02254142
2000,6,4,0.01515947
2000,6,5,0.020360857
2000,6,6,0.03820858
2000,6,7,0.02205652
2000,6,8,0.020052474
2000,6,9,0.015537252
2000,6,10,0.026366422
2000,6,11,0.026434306
2000,6,12,0.047936667
2000,6,13,0.08470133
2000,6,14,0.115192406
2000,6,15,0.09779631
2000,6,16,0.0571003
2000,6,17,0.05654762
2000,6,18,0.026163734
2000,6,19,0.03210153
2000,6,20,0.042185165
2000,6,21,0.05193432
2000,6,22,0.026297793
2000,6,23,0.021980751
2000,6,24,0.027401052
2000,6,25,0.03353916
2000,6,26,0.03834184
2000,6,27,0.054408655
2000,6,28,0.03402376
2000,6,29,0.029353233
2000,6,30,0.014673879
2000,7,1,0.009397842
2000,7,2,0.01543166
2000,7,3,0.022923686
2000,7,4,0.015022216
2000,7,5,0.020834642
2000,7,6,0.020160792
2000,7,7,0.017147793
2000,7,8,0.02122107
2000,7,9,0.017034456
2000,7,10,0.046216667
2000,7,11,0.027124101
2000,7,12,0.023965817
2000,7,13,0.02349595
2000,7,14,0.08088099
2000,7,15,0.04043941
2000,7,16,0.05582477
2000,7,17,0.040549744
2000,7,18,0.034279693
2000,7,19,0.030537661
2000,7,20,0.022336345
2000,7,21,0.018154873
2000,7,22,0.0162909
2000,7,23,0.015960196
2000,7,24,0.022516392
2000,7,25,0.023532325
2000,7,26,0.034807384
2000,7,27,0.030258028
2000,7,28,0.09446777
2000,7,29,0.045195412
2000,7,30,0.03967177
2000,7,31,0.061011076
2000,8,1,0.053267267
2000,8,2,0.05948991
2000,8,3,0.06563563
2000,8,4,0.04491609
2000,8,5,0.040695675
2000,8,6,0.044838708
2000,8,7,0.04378976
2000,8,8,0.03410776
2000,8,9,0.03541628
2000,8,10,0.023830157
2000,8,11,0.034814816
2000,8,12,0.032914177
2000,8,13,0.017417768
2000,8,14,0.031255815
2000,8,15,0.021890115
2000,8,16,0.024765689
2000,8,17,0.036458332
2000,8,18,0.023195397
2000,8,19,0.015540122
2000,8,20,0.012891105
2000,8,21,0.015925145
2000,8,22,0.027982876
2000,8,23,0.03184555
2000,8,24,0.022339435
2000,8,25,0.01719552
2000,8,26,0.018018018
2000,8,27,0.020265458
2000,8,28,0.024863591
2000,8,29,0.025995782
2000,8,30,0.020107988
2000,8,31,0.02116435
2000,9,1,0.017012294
2000,9,2,0.013519672
2000,9,3,0.015914507
2000,9,4,0.015021319
2000,9,5,0.015036187
2000,9,6,0.019863827
2000,9,7,0.017235996
2000,9,8,0.014063472
2000,9,9,0.01799815
2000,9,10,0.01568859
2000,9,11,0.07247011
2000,9,12,0.054466914
2000,9,13,0.022913666
2000,9,14,0.01601802
2000,9,15,0.015549866
2000,9,16,0.019931419
2000,9,17,0.02317946
2000,9,18,0.022030292
2000,9,19,0.032809466
2000,9,20,0.020229222
2000,9,21,0.020332834
2000,9,22,0.029303342
2000,9,23,0.02614846
2000,9,24,0.011756979
2000,9,25,0.018330831
2000,9,26,0.030760556
2000,9,27,0.017095624
2000,9,28,0.017772214
2000,9,29,0.015428822
2000,9,30,0.019093249
2000,10,1,0.013910761
2000,10,2,0.023398016
2000,10,3,0.0246875
2000,10,4,0.032536063
2000,10,5,0.022813689
2000,10,6,0.023079315
2000,10,7,0.018906817
2000,10,8,0.0139179295
2000,10,9,0.02031659
2000,10,10,0.021703878
2000,10,11,0.021324355
2000,10,12,0.015314698
2000,10,13,0.0119276885
2000,10,14,0.013504869
2000,10,15,0.019997386
2000,10,16,0.030508686
2000,10,17,0.020759305
2000,10,18,0.021568382
2000,10,19,0.029929686
2000,10,20,0.014288377
2000,10,21,0.012987935
2000,10,22,0.012358596
2000,10,23,0.01961517
2000,10,24,0.025235217
2000,10,25,0.02718374
2000,10,26,0.025636239
2000,10,27,0.019384902
2000,10,28,0.02570327
2000,10,29,0.012167349
2000,10,30,0.027013538
2000,10,31,0.036913805
2000,11,1,0.027502477
2000,11,2,0.0230736
2000,11,3,0.019636903
2000,11,4,0.01863267
2000,11,5,0.029579723
2000,11,6,0.045159698
2000,11,7,0.02540016
2000,11,8,0.030407911
2000,11,9,0.03622786
2000,11,10,0.021685407
2000,11,11,0.022273587
2000,11,12,0.019182652
2000,11,13,0.022242818
2000,11,14,0.026966847
2000,11,15,0.02479441
2000,11,16,0.02205201
2000,11,17,0.017304245
2000,11,18,0.02188046
2000,11,19,0.022884615
2000,11,20,0.034527484
2000,11,21,0.024748504
2000,11,22,0.013764583
2000,11,23,0.012126788
2000,11,24,0.010517799
2000,11,25,0.013930562
2000,11,26,0.015196204
2000,11,27,0.015732002
2000,11,28,0.018479604
2000,11,29,0.029664421
2000,11,30,0.026722752
2000,12,1,0.029182157
2000,12,2,0.036884386
2000,12,3,0.036083467
2000,12,4,0.028169885
2000,12,5,0.029306073
2000,12,6,0.028082574
2000,12,7,0.041359667
2000,12,8,0.029233247
2000,12,9,0.03458415
2000,12,10,0.029519347
2000,12,11,0.17214078
2000,12,12,0.113139816
2000,12,13,0.16977046
2000,12,14,0.06694664
2000,12,15,0.06442059
2000,12,16,0.0938349
2000,12,17,0.0926092
2000,12,18,0.07374522
2000,12,19,0.040071733
2000,12,20,0.0366185
2000,12,21,0.039911173
2000,12,22,0.023146719
2000,12,23,0.025265392
2000,12,24,0.028118296
2000,12,25,0.059964597
2000,12,26,0.078113064
2000,12,27,0.030086946
2000,12,28,0.024137717
2000,12,29,0.0329836
2000,12,30,0.1686067
2000,12,31,0.091493
2001,1,1,0.07400037
2001,1,2,0.040086307
2001,1,3,0.03272065
2001,1,4,0.026977804
2001,1,5,0.04989759
2001,1,6,0.032939956
2001,1,7,0.027389936
2001,1,8,0.028929163
2001,1,9,0.031169575
2001,1,10,0.04055368
2001,1,11,0.040688038
2001,1,12,0.036117766
2001,1,13,0.020349596
2001,1,14,0.030247208
2001,1,15,0.037921187
2001,1,16,0.035738792
2001,1,17,0.026246568
2001,1,18,0.048685715
2001,1,19,0.04019155
2001,1,20,0.056380406
2001,1,21,0.072917916
2001,1,22,0.024409719
2001,1,23,0.026946792
2001,1,24,0.022144854
2001,1,25,0.026455328
2001,1,26,0.034325723
2001,1,27,0.029650478
2001,1,28,0.029812248
2001,1,29,0.06644613
2001,1,30,0.04747469
2001,1,31,0.028027227
2001,2,1,0.02010854
2001,2,2,0.022807619
2001,2,3,0.015660835
2001,2,4,0.017924812
2001,2,5,0.09151262
2001,2,6,0.045285396
2001,2,7,0.04121823
2001,2,8,0.0332494
2001,2,9,0.057939548
2001,2,10,0.03032878
2001,2,11,0.022474611
2001,2,12,0.03136447
2001,2,13,0.045092534
2001,2,14,0.05560646
2001,2,15,0.03465375
2001,2,16,0.02860067
2001,2,17,0.022883296
2001,2,18,0.015909504
2001,2,19,0.016952084
2001,2,20,0.027952082
2001,2,21,0.02331813
2001,2,22,0.04968378
2001,2,23,0.03317778
2001,2,24,0.047628332
2001,2,25,0.062241904
2001,2,26,0.028615402
2001,2,27,0.039842457
2001,2,28,0.055048488
2001,3,1,0.029759873
2001,3,2,0.026931819
2001,3,3,0.024556175
2001,3,4,0.053916886
2001,3,5,0.16055776
2001,3,6,0.1172013
2001,3,7,0.025846854
2001,3,8,0.023331247
2001,3,9,0.026755283
2001,3,10,0.01853412
2001,3,11,0.015144289
2001,3,12,0.034433775
2001,3,13,0.03514159
2001,3,14,0.026609052
2001,3,15,0.02619467
2001,3,16,0.028329737
2001,3,17,0.019469598
2001,3,18,0.01400143
2001,3,19,0.020738637
2001,3,20,0.03775516
2001,3,21,0.04297408
2001,3,22,0.034039892
2001,3,23,0.022465536
2001,3,24,0.014624991
2001,3,25,0.011862184
2001,3,26,0.025017057
2001,3,27,0.021840518
2001,3,28,0.014674098
2001,3,29,0.020858198
2001,3,30,0.037876207
2001,3,31,0.021926954
2001,4,1,0.015051571
2001,4,2,0.02260593
2001,4,3,0.025920874
2001,4,4,0.026564278
2001,4,5,0.026787238
2001,4,6,0.033679787
2001,4,7,0.027023524
2001,4,8,0.018695496
2001,4,9,0.036000684
2001,4,10,0.034086384
2001,4,11,0.08820851
2001,4,12,0.035823952
2001,4,13,0.023627918
2001,4,14,0.009939441
2001,4,15,0.016874585
2001,4,16,0.016378526
2001,4,17,0.014613067
2001,4,18,0.018649079
2001,4,19,0.010628623
2001,4,20,0.013689293
2001,4,21,0.016161485
2001,4,22,0.015241169
2001,4,23,0.02295846
2001,4,24,0.017396247
2001,4,25,0.01358881
2001,4,26,0.013973303
2001,4,27,0.012539007
2001,4,28,0.012392941
2001,4,29,0.009073002
2001,4,30,0.013035064
2001,5,1,0.019559903
2001,5,2,0.017725259
2001,5,3,0.015548746
2001,5,4,0.022426097
2001,5,5,0.017642135
2001,5,6,0.01071046
2001,5,7,0.025134752
2001,5,8,0.016939517
2001,5,9,0.015964095
2001,5,10,0.013676863
2001,5,11,0.016267074
2001,5,12,0.01328518
2001,5,13,0.015289429
2001,5,14,0.0236216
2001,5,15,0.023943583
2001,5,16,0.019321475
2001,5,17,0.015324365
2001,5,18,0.013537241
2001,5,19,0.015883265
2001,5,20,0.00909956
2001,5,21,0.02654265
2001,5,22,0.045630187
2001,5,23,0.023796001
2001,5,24,0.015882019
2001,5,25,0.011776029
2001,5,26,0.010190732
2001,5,27,0.011799614
2001,5,28,0.009935996
2001,5,29,0.012269938
2001,5,30,0.01670075
2001,5,31,0.022941511
2001,6,1,0.020747123
2001,6,2,0.019447288
2001,6,3,0.022090262
2001,6,4,0.027175764
2001,6,5,0.038435295
2001,6,6,0.041796986
2001,6,7,0.019482357
2001,6,8,0.01797829
2001,6,9,0.058681875
2001,6,10,0.017054446
2001,6,11,0.026130144
2001,6,12,0.039046165
2001,6,13,0.03587976
2001,6,14,0.043358143
2001,6,15,0.06812433
2001,6,16,0.036434494
2001,6,17,0.028058099
2001,6,18,0.017667249
2001,6,19,0.018707387
2001,6,20,0.03998198
2001,6,21,0.034042314
2001,6,22,0.06484603
2001,6,23,0.038665842
2001,6,24,0.01389051
2001,6,25,0.018739449
2001,6,26,0.018480955
2001,6,27,0.018430842
2001,6,28,0.015866764
2001,6,29,0.011067416
2001,6,30,0.025468258
2001,7,1,0.06739143
2001,7,2,0.02562327
2001,7,3,0.019735683
2001,7,4,0.016707208
2001,7,5,0.01765724
2001,7,6,0.01914421
2001,7,7,0.01102828
2001,7,8,0.013727315
2001,7,9,0.017178465
2001,7,10,0.037361648
2001,7,11,0.022314653
2001,7,12,0.015940728
2001,7,13,0.01272065
2001,7,14,0.014418634
2001,7,15,0.010356665
2001,7,16,0.01778401
2001,7,17,0.02500281
2001,7,18,0.024612272
2001,7,19,0.017224934
2001,7,20,0.013565782
2001,7,21,0.019063484
2001,7,22,0.019911505
2001,7,23,0.03558399
2001,7,24,0.023875063
2001,7,25,0.022529356
2001,7,26,0.028169014
2001,7,27,0.012451624
2001,7,28,0.011030318
2001,7,29,0.016292332
2001,7,30,0.024856918
2001,7,31,0.01449194
2001,8,1,0.012404581
2001,8,2,0.036879275
2001,8,3,0.019759307
2001,8,4,0.02006895
2001,8,5,0.013999419
2001,8,6,0.015125203
2001,8,7,0.020509947
2001,8,8,0.01804326
2001,8,9,0.025259031
2001,8,10,0.054911837
2001,8,11,0.032297753
2001,8,12,0.026477762
2001,8,13,0.044525344
2001,8,14,0.019381583
2001,8,15,0.017993273
2001,8,16,0.016518282
2001,8,17,0.027315982
2001,8,18,0.01983125
2001,8,19,0.01087652
2001,8,20,0.0208987
2001,8,21,0.02303037
2001,8,22,0.04064357
2001,8,23,0.019831933
2001,8,24,0.015614507
2001,8,25,0.024023654
2001,8,26,0.014339623
2001,8,27,0.035578217
2001,8,28,0.038103778
2001,8,29,0.015533
2001,8,30,0.024442201
2001,8,31,0.032875944
2001,9,1,0.01337245
2001,9,2,0.010790115
2001,9,3,0.009394696
2001,9,4,0.027605284
2001,9,5,0.018357981
2001,9,6,0.01801904
2001,9,7,0.033612493
2001,9,8,0.023889916
2001,9,9,0.01783379
2001,9,10,0.03762951
2001,9,11,0.8548249
2001,9,12,0.99994296
2001,9,13,0.9176826
2001,9,14,0.55375665
2001,9,15,0.36647597
2001,9,16,0.25979444
2001,9,17,0.20422617
2001,9,18,0.1977792
2001,9,19,0.16781916
2001,9,20,0.17132887
2001,9,21,0.17268446
2001,9,22,0.16503224
2001,9,23,0.12073124
2001,9,24,0.09577696
2001,9,25,0.09024514
2001,9,26,0.0837429
2001,9,27,0.06417425
2001,9,28,0.042642087
2001,9,29,0.078296505
2001,9,30,0.044271197
2001,10,1,0.03042569
2001,10,2,0.024827493
2001,10,3,0.02081208
2001,10,4,0.010781123
2001,10,5,0.012992313
2001,10,6,0.024223035
2001,10,7,0.015411932
2001,10,8,0.018165737
2001,10,9,0.019582512
2001,10,10,0.024690518
2001,10,11,0.025240874
2001,10,12,0.02151127
2001,10,13,0.027249634
2001,10,14,0.011631226
2001,10,15,0.008722528
2001,10,16,0.00996016
2001,10,17,0.007628866
2001,10,18,0.006378601
2001,10,19,0.003979963
2001,10,20,0.007209861
2001,10,21,0.0043727597
2001,10,22,0.005922457
2001,10,23,0.011578222
2001,10,24,0.029285813
2001,10,25,0.015768092
2001,10,26,0.007952832
2001,10,27,0.00899562
2001,10,28,0.0029006526
2001,10,29,0.016557645
2001,10,30,0.01991348
2001,10,31,0.02247427
2001,11,1,0.0067624683
2001,11,2,0.0055897147
2001,11,3,0.0089899935
2001,11,4,0.004797906
2001,11,5,0.009884565
2001,11,6,0.0070573585
2001,11,7,0.0054682633
2001,11,8,0.004421416
2001,11,9,0.002555778
2001,11,10,0.0040637697
2001,11,11,0.004501561
2001,11,12,0.03852272
2001,11,13,0.008647527
2001,11,14,0.00450045
2001,11,15,0.008148046
2001,11,16,0.03501865
2001,11,17,0.020912992
2001,11,18,0.010289109
2001,11,19,0.013744043
2001,11,20,0.0057292744
2001,11,21,0.0026226793
2001,11,22,0.0030906282
2001,11,23,0.0045053163
2001,11,24,0.0051452545
2001,11,25,0.0045950604
2001,11,26,0.0069674393
2001,11,27,0.0075987843
2001,11,28,0.04314756
2001,11,29,0.018845782
2001,11,30,0.012297913
2001,12,1,0.017178593
2001,12,2,0.017447803
2001,12,3,0.0073708366
2001,12,4,0.009891335
2001,12,5,0.0070290207
2001,12,6,0.006525059
2001,12,7,0.0056164195
2001,12,8,0.0068353238
2001,12,9,0.0075067417
2001,12,10,0.010071543
2001,12,11,0.009683711
2001,12,12,0.015250697
2001,12,13,0.014982313
2001,12,14,0.012754749
2001,12,15,0.01231276
2001,12,16,0.015285425
2001,12,17,0.015614299
2001,12,18,0.017457383
2001,12,19,0.00894259
2001,12,20,0.0059308745
2001,12,21,0.0014977194
2001,12,22,0.0017730496
2001,12,23,0.003083866
2001,12,24,0.00594889
2001,12,25,0.021852152
2001,12,26,0.01212661
2001,12,27,0.013199288
2001,12,28,0.013954767
2001,12,29,0.0031978784
2001,12,30,0.0057061343
2001,12,31,0.0057630246
2002,1,1,0.008242788
2002,1,2,0.045027755
2002,1,3,0.06581214
2002,1,4,0.023119796
2002,1,5,0.0037968676
2002,1,6,0.01271248
2002,1,7,0.017581506
2002,1,8,0.0065972223
2002,1,9,0.006032032
2002,1,10,0.0047701346
2002,1,11,0.0066270884
2002,1,12,0.004070231
2002,1,13,0.010114336
2002,1,14,0.008024905
2002,1,15,0.0081346035
2002,1,16,0.019637777
2002,1,17,0.008713091
2002,1,18,0.0056622014
2002,1,19,0.025771556
2002,1,20,0.01231491
2002,1,21,0.0068469467
2002,1,22,0.0092450995
2002,1,23,0.011867583
2002,1,24,0.021230983
2002,1,25,0.006421765
2002,1,26,0.004933556
2002,1,27,0.008211143
2002,1,28,0.011556294
2002,1,29,0.009870022
2002,1,30,0.04076672
2002,1,31,0.07865169
2002,2,1,0.023417113
2002,2,2,0.006355764
2002,2,3,0.0070746117
2002,2,4,0.010847923
2002,2,5,0.04650842
2002,2,6,0.039443795
2002,2,7,0.009258624
2002,2,8,0.0057791537
2002,2,9,0.0031826862
2002,2,10,0.0054371464
2002,2,11,0.010331144
2002,2,12,0.008396999
2002,2,13,0.0064939503
2002,2,14,0.004341338
2002,2,15,0.0061469874
2002,2,16,0.005007825
2002,2,17,0.005237856
2002,2,18,0.005082334
2002,2,19,0.012224939
2002,2,20,0.00915751
2002,2,21,0.008252164
2002,2,22,0.0047281324
2002,2,23,0.0040666303
2002,2,24,0.003233688
2002,2,25,0.0073106345
2002,2,26,0.023319056
2002,2,27,0.01097115
2002,2,28,0.0076959427
2002,3,1,0.009978425
2002,3,2,0.06517185
2002,3,3,0.01490313
2002,3,4,0.015753837
2002,3,5,0.011563025
2002,3,6,0.008524634
2002,3,7,0.0060273237
2002,3,8,0.011845011
2002,3,9,0.02956009
2002,3,10,0.011413583
2002,3,11,0.007237151
2002,3,12,0.018355409
2002,3,13,0.011344566
2002,3,14,0.022031741
2002,3,15,0.010427111
2002,3,16,0.0064236512
2002,3,17,0.0075081456
2002,3,18,0.012596315
2002,3,19,0.038319327
2002,3,20,0.016713653
2002,3,21,0.00602329
2002,3,22,0.0062813233
2002,3,23,0.0037100015
2002,3,24,0.0037532754
2002,3,25,0.010318258
2002,3,26,0.020299792
2002,3,27,0.00940481
2002,3,28,0.0032132815
2002,3,29,0.0047198436
2002,3,30,0.0070361975
2002,3,31,0.012298012
2002,4,1,0.010478942
2002,4,2,0.016561195
2002,4,3,0.007799892
2002,4,4,0.009796028
2002,4,5,0.0047587133
2002,4,6,0.0038895372
2002,4,7,0.026645878
2002,4,8,0.014917421
2002,4,9,0.008011215
2002,4,10,0.0050700465
2002,4,11,0.007919606
2002,4,12,0.007118148
2002,4,13,0.0109907
2002,4,14,0.0049361824
2002,4,15,0.013050136
2002,4,16,0.0156197855
2002,4,17,0.009006605
2002,4,18,0.012638861
2002,4,19,0.028590426
2002,4,20,0.008076923
2002,4,21,0.006554835
2002,4,22,0.0060585886
2002,4,23,0.0052062473
2002,4,24,0.010935521
2002,4,25,0.0065841977
2002,4,26,0.0075147967
2002,4,27,0.0069310744
2002,4,28,0.018331805
2002,4,29,0.007913813
2002,4,30,0.0064102565
2002,5,1,0.0069528013
2002,5,2,0.02353961
2002,5,3,0.019585637
2002,5,4,0.008819434
2002,5,5,0.0059426953
2002,5,6,0.013598187
2002,5,7,0.015860269
2002,5,8,0.015306463
2002,5,9,0.016533334
2002,5,10,0.006726159
2002,5,11,0.0071157864
2002,5,12,0.014152278
2002,5,13,0.02525993
2002,5,14,0.009030704
2002,5,15,0.009483104
2002,5,16,0.0061304723
2002,5,17,0.015309858
2002,5,18,0.0041731065
2002,5,19,0.0028969124
2002,5,20,0.00499434
2002,5,21,0.0062834225
2002,5,22,0.0061394726
2002,5,23,0.0027300573
2002,5,24,0.0024614157
2002,5,25,0.0031244992
2002,5,26,0.003950339
2002,5,27,0.004257131
2002,5,28,0.0068822666
2002,5,29,0.0085418755
2002,5,30,0.009988015
2002,5,31,0.016038867
2002,6,1,0.010064536
2002,6,2,0.0031618888
2002,6,3,0.017080437
2002,6,4,0.052914977
2002,6,5,0.030472018
2002,6,6,0.02215148
2002,6,7,0.01223799
2002,6,8,0.004038591
2002,6,9,0.0064634643
2002,6,10,0.026518835
2002,6,11,0.035658512
2002,6,12,0.013979194
2002,6,13,0.020230839
2002,6,14,0.012318465
2002,6,15,0.0077242586
2002,6,16,0.0060761543
2002,6,17,0.012931592
2002,6,18,0.010701777
2002,6,19,0.0155531075
2002,6,20,0.008408253
2002,6,21,0.020931585
2002,6,22,0.011004923
2002,6,23,0.0038469327
2002,6,24,0.0128677655
2002,6,25,0.02555289
2002,6,26,0.03428386
2002,6,27,0.048108634
2002,6,28,0.011748757
2002,6,29,0.004412935
2002,6,30,0.003976813
2002,7,1,0.012307294
2002,7,2,0.017486837
2002,7,3,0.010615574
2002,7,4,0.009407338
2002,7,5,0.004842429
2002,7,6,0.0028452615
2002,7,7,0.0038991596
2002,7,8,0.00806764
2002,7,9,0.015010352
2002,7,10,0.018694611
2002,7,11,0.011612154
2002,7,12,0.012172345
2002,7,13,0.013426695
2002,7,14,0.020434227
2002,7,15,0.016322581
2002,7,16,0.010806263
2002,7,17,0.010473913
2002,7,18,0.012451613
2002,7,19,0.02550889
2002,7,20,0.0073609008
2002,7,21,0.0060487934
2002,7,22,0.019672344
2002,7,23,0.050970245
2002,7,24,0.018372364
2002,7,25,0.008256999
2002,7,26,0.010047662
2002,7,27,0.010249747
2002,7,28,0.0060492
2002,7,29,0.021546997
2002,7,30,0.010025873
2002,7,31,0.0069192965
2002,8,1,0.0068084556
2002,8,2,0.016094629
2002,8,3,0.009902421
2002,8,4,0.008640476
2002,8,5,0.014438329
2002,8,6,0.013180107
2002,8,7,0.0075924722
2002,8,8,0.007055473
2002,8,9,0.0038809832
2002,8,10,0.012511753
2002,8,11,0.0031726744
2002,8,12,0.010356657
2002,8,13,0.03253458
2002,8,14,0.016224284
2002,8,15,0.010356657
2002,8,16,0.0206959
2002,8,17,0.009255911
2002,8,18,0.0060102646
2002,8,19,0.01540852
2002,8,20,0.007662835
2002,8,21,0.008047245
2002,8,22,0.023632243
2002,8,23,0.013322123
2002,8,24,0.0069454494
2002,8,25,0.0076315254
2002,8,26,0.0092556635
2002,8,27,0.017923241
2002,8,28,0.010652117
2002,8,29,0.010821669
2002,8,30,0.005818464
2002,8,31,0.006312135
2002,9,1,0.0052953158
2002,9,2,0.004734387
2002,9,3,0.007460223
2002,9,4,0.007889154
2002,9,5,0.009784345
2002,9,6,0.008770182
2002,9,7,0.008806862
2002,9,8,0.0042316103
2002,9,9,0.0066590435
2002,9,10,0.0093118
2002,9,11,0.008825367
2002,9,12,0.007941398
2002,9,13,0.009053112
2002,9,14,0.010271063
2002,9,15,0.007827375
2002,9,16,0.00804074
2002,9,17,0.011552152
2002,9,18,0.0067136623
2002,9,19,0.020229084
2002,9,20,0.013324406
2002,9,21,0.005331067
2002,9,22,0.0039674104
2002,9,23,0.0082811555
2002,9,24,0.010722957
2002,9,25,0.016649814
2002,9,26,0.012908431
2002,9,27,0.00537779
2002,9,28,0.0057417755
2002,9,29,0.0031874203
